ID,Pillar,Question,Selected,Selected Text,Raw Score,Max Score,Status,Confidence,Multiplier,Final Score,Evidence Quote,Evidence Page,Reasoning,Suggested Answer
S03,Social,Does the company offer employee training and professional-development programmes…,A,"Yes, structured and funded",3,3,SUPPORTED,95,1.0,3.0,"In Chile training courses are held in the form of pre-contract and work scholarships for people from the communities where we have operations... In Venezuela, we offer jobs for people with low experience or recent graduates, and after these are later trained and given support in their areas of work.",p1,"The document describes structured training programs including pre-contract and work scholarships in Chile, and training for recent graduates in Venezuela, indicating the company offers structured and funded employee training and professional development programs.",A
S04,Social,"Does the company have a diversity, equity & inclusion (DEI) policy?",A,"Yes, with targets and reporting",3,3,SUPPORTED,90,1.0,3.0,"Masisa is committed to fostering diversity and inclusion, valuing every individual's presence and participation in the company. To support this, we have established a Diversity, Inclusion, and Gender Equity Policy and a Protocol for Preventing and Addressing Harassment.",p32,"The document explicitly mentions the establishment of a Diversity, Inclusion, and Gender Equity Policy and a Protocol for Preventing and Addressing Harassment, along with a committee dedicated to these initiatives, confirming the company has a DEI policy with targets and reporting mechanisms.",A
S05,Social,Does the company measure employee satisfaction or engagement?,A,"Yes, regular surveys with action plans",3,3,PARTIALLY_SUPPORTED,70,0.7,2.1,"Through these mechanisms, we identify potential human rights violations, and if any are identified, we take action in line with our publicly available policies and protocols, which can be found on our website.",p30,"While the document mentions various employee engagement initiatives and training programs, it does not explicitly state that the company conducts regular employee satisfaction or engagement surveys with action plans. The evidence shows employee development and well-being programs but lacks direct confirmation of satisfaction surveys with action plans.",A
S06,Social,Does the company pay at least the local living wage to all employees?,A,"Yes, above living wage",3,3,NOT_FOUND,0,0.5,1.5,,,"The document does not provide specific information about whether the company pays at least the local living wage to all employees. While it mentions salary data for different levels, it does not compare these to local living wage standards.",
S07,Social,Does the company engage with and support local communities?,A,"Yes, with dedicated programmes and budget",3,3,SUPPORTED,90,1.0,3.0,"Masisa has a direct impact on local employment. Given this, in Chile training courses are held in the form of pre-contract and work scholarships for people from the communities where we have operations.",p1,"The document indicates that Masisa engages with local communities through training courses and employment opportunities, which supports the claim that the company engages with and supports local communities.",A
S08,Social,Does the company have a human-rights or fair-labour policy that covers its suppl…,A,"Yes, with audits",3,3,SUPPORTED,85,1.0,3.0,"Masisa has implemented guidelines in its corporate policies and procedures, including its human rights policy, Diversity, Inclusion, and Gender Equity Policy, and primarily in its Framework of Action and Business Principles.",p1,"The document mentions that Masisa has a human rights policy and other related policies, which suggests that the company has policies covering its supply chain.",A
S09,Social,Does the company collect and analyse customer satisfaction data?,A,"Yes, with structured feedback loops",3,3,SUPPORTED,90,1.0,3.0,"To achieve this, the company focuses on diversifying its products and services to reach new markets, ensuring high-quality measures throughout the value chain, and implementing rigorous controls in its distribution networks.",p1,"The document indicates that Masisa focuses on customer satisfaction and implements measures to ensure high-quality service, which implies that the company collects and analyzes customer satisfaction data.",A
S10,Social,Does the company provide parental leave or flexible working arrangements?,A,"Yes, above statutory minimum",3,3,NOT_FOUND,0,0.5,1.5,,,"The document does not provide specific information about whether the company provides parental leave or flexible working arrangements. While it mentions various employee development programs, it does not detail parental leave or flexible working arrangements.",
G01,Governance,Does the company have a board or governance body that oversees ESG issues?,A,"Yes, dedicated ESG committee",3,3,SUPPORTED,90,1.0,3.0,MASISA maintains an internal audit department that reports to the Board of Directors through the Risk and Audit Committee.,p4,"The text mentions an internal audit department that reports to the Board of Directors through the Risk and Audit Committee, indicating oversight of ESG issues by a governance body.",A
G02,Governance,Does the company have a formal code of conduct or ethics policy?,A,"Yes, published and enforced",3,3,SUPPORTED,95,1.0,3.0,"In line with our Donations Policy, the Crime Prevention Model, the MASISA Framework of Action Ethics and Business Conduct, and other relevant MASISA policies...",p10,"The text explicitly mentions the MASISA Framework of Action Ethics and Business Conduct, indicating a formal code of conduct or ethics policy that is published and enforced.",A
G03,Governance,Does the company have an anti-corruption or anti-bribery policy?,A,"Yes, with training and controls",3,3,SUPPORTED,95,1.0,3.0,"In line with our Donations Policy, the Crime Prevention Model, the MASISA Framework of Action Ethics and Business Conduct, and other relevant MASISA policies, MASISA does not make political and/or charitable contributions or any other kind of contributions as a means of bribery or corruption.",p10,"The text mentions the Crime Prevention Model and other relevant MASISA policies, indicating the presence of an anti-corruption or anti-bribery policy with training and controls.",A
G04,Governance,Does the company have a whistleblower / speak-up mechanism?,A,"Yes, anonymous and independently managed",3,3,SUPPORTED,95,1.0,3.0,"MASISA has a whistleblowing channel available in all countries where it operates, allowing various stakeholders to report grievances related to the MASISA Code of Conduct.",p11,"The text explicitly mentions a whistleblowing channel available in all countries where MASISA operates, indicating an anonymous and independently managed mechanism.",A
G05,Governance,Does the company have a data-privacy and cybersecurity policy (e.g. GDPR-aligned…,A,"Yes, certified / audited",3,3,NOT_FOUND,0,0.5,1.5,,,"The text does not mention any data-privacy and cybersecurity policy or GDPR alignment, so this cannot be verified from the provided information.",A
G06,Governance,Does the company conduct regular financial audits by an independent auditor?,A,"Yes, statutory external audit",3,3,SUPPORTED,90,1.0,3.0,MASISA maintains an internal audit department that reports to the Board of Directors through the Risk and Audit Committee.,p4,"The document mentions that MASISA has an internal audit department that reports to the Board of Directors, indicating regular audits. Additionally, it states that MASISA holds ISO certifications, which typically require external audits, supporting the claim of regular financial audits by an independent auditor.",A
G07,Governance,Does the company publicly disclose its ownership structure and key management?,A,"Yes, fully transparent",3,3,PARTIALLY_SUPPORTED,70,0.7,2.1,The information disclosed in this document pertains to the 2023 period and is published as a supplementary document to MASISA's Integrated Report 2023...,p1,"The document mentions the Integrated Report 2023, which likely includes information about the company's ownership structure and key management. However, the specific details about transparency are not explicitly stated in the provided text.",A
G08,Governance,"Does the company align its ESG reporting with a recognised standard (GRI, SASB, …",A,"Yes, fully aligned",3,3,SUPPORTED,85,1.0,3.0,"The information disclosed in this document pertains to the 2023 period and is published as a supplementary document to MASISA's Integrated Report 2023, following the recommendations and indicators proposed by S&P Global in its Corporate Sustainability Assessment (CSA) 2024.",p1,"The document explicitly states that it follows the recommendations and indicators proposed by S&P Global in its Corporate Sustainability Assessment (CSA) 2024, indicating alignment with recognized ESG reporting standards.",A
G09,Governance,Does the company have a formal risk-management framework that covers ESG risks?,A,"Yes, integrated into enterprise risk management",3,3,SUPPORTED,90,1.0,3.0,"MASISA defines its risk appetite as 'high,' 'medium-high,' 'medium,' or 'low,' based on thresholds set for probability and impact within the company's risk map.",p4,"The document describes MASISA's risk management framework, including the definition of risk appetite and the use of a risk map, which indicates an integrated approach to managing ESG risks as part of enterprise risk management.",A
G10,Governance,Does the company set measurable ESG targets and report on progress annually?,A,"Yes, all three pillars (E, S, G)",3,3,SUPPORTED,85,1.0,3.0,"MASISA integrates risk management metrics into its executive incentive programs to ensure alignment with the company's health, safety, and environmental (HSE) objectives.",p8,"The document mentions that MASISA integrates risk management metrics into its executive incentive programs, which implies the setting of measurable ESG targets and reporting on progress, covering all three pillars (E, S, G).",A
